"","Contains fear","containes excitement"
"designing",0.144523188471794,0.855476856231689
"designshe",0.118803046643734,0.881196916103363
"desire",0.0406277105212212,0.959372341632843
"desired",0.281534403562546,0.718465566635132
"desk",0.179856479167938,0.820143520832062
"despair",0.812279284000397,0.18772067129612
"desperately",0.629051506519318,0.370948523283005
"destination",0.77695631980896,0.223043665289879
"destiny",0.92002809047699,0.0799718648195267
"destroy",0.823954284191132,0.176045656204224
"destruction",0.749683856964111,0.250316202640533
"destructive",0.919095456600189,0.0809044986963272
"detail",0.048186220228672,0.951813757419586
"detailed",0.449629962444305,0.550370037555695
"detailing",0.603646814823151,0.396353155374527
"detainees",0.603827476501465,0.39617246389389
"detect",0.612021565437317,0.387978464365005
"detecting",0.647041916847229,0.352958053350449
"detection",0.658467650413513,0.341532289981842
"detector",0.350269645452499,0.649730384349823
"determinant",0.498371005058289,0.501628994941711
"determine",0.449130445718765,0.550869524478912
"determined",0.0428782291710377,0.957121789455414
"determines",0.553549706935883,0.44645032286644
"detroit",0.11509994417429,0.884900093078613
"dev",0.112805150449276,0.887194871902466
"devastating",0.929953575134277,0.0700464621186256
"develop",0.0525480397045612,0.947451949119568
"developed",0.0553604476153851,0.944639563560486
"developer",0.0927770957350731,0.907222867012024
"developing",0.0641517043113708,0.935848295688629
"development",0.0493202172219753,0.950679838657379
"device",0.117621392011642,0.88237863779068
"devices",0.087004043161869,0.912995934486389
"devise",0.537948906421661,0.462051093578339
"devleopment",0.618102312088013,0.381897628307343
"devotional",0.0509947314858437,0.949005246162415
"dewey",0.303631514310837,0.696368455886841
"dhaka",0.27148762345314,0.728512346744537
"diagnose",0.739857137203217,0.260142862796783
"diagnosis",0.752752959728241,0.247247010469437
"diagnostic",0.671111702919006,0.328888267278671
"diagnostician",0.56374716758728,0.43625283241272
"dial",0.159980908036232,0.840019106864929
"dialog",0.320561438798904,0.679438591003418
"dialogic",0.332277536392212,0.667722463607788
"dialogue",0.125768840312958,0.874231159687042
"dictated",0.778046667575836,0.221953302621841
"didn",0.330186665058136,0.669813394546509
"died",0.83971905708313,0.16028094291687
"diego",0.185300096869469,0.81469988822937
"differ",0.681626498699188,0.318373471498489
"difference",0.609201669692993,0.390798360109329
"differential",0.409718245267868,0.59028172492981
"differentiates",0.499430656433105,0.500569343566895
"differentiation",0.574407994747162,0.425591975450516
"differing",0.765970528125763,0.234029397368431
"difficult",0.728459477424622,0.271540492773056
"difficulty",0.742775201797485,0.257224798202515
"diffusion",0.627996742725372,0.372003227472305
"digestible",0.260113120079041,0.739886879920959
"digit",0.126672461628914,0.873327553272247
"digital",0.074964702129364,0.925035357475281
"digitally",0.18068952858448,0.819310486316681
"digitalswitzerland",0.159496366977692,0.840503633022308
"digon",0.200342133641243,0.799657881259918
"dilemma",0.894845187664032,0.105154819786549
"dill",0.443708896636963,0.556291162967682
"dimension",0.0835790857672691,0.916420876979828
"dimensional",0.160091459751129,0.839908540248871
"ding",0.134364888072014,0.86563515663147
"dining",0.0643743649125099,0.935625612735748
"diplomacy",0.119513876736164,0.880486130714417
"diplomatic",0.0553093887865543,0.944690644741058
"dipshan",0.295809119939804,0.704190850257874
"direct",0.120005063712597,0.879994928836823
"directed",0.096017062664032,0.903982937335968
"direction",0.111823968589306,0.888176023960114
"directly",0.151526242494583,0.848473727703094
"director",0.0892941579222679,0.910705804824829
"disability",0.854628503322601,0.14537151157856
"disabled",0.35642671585083,0.64357328414917
"disagree",0.759829938411713,0.240170076489449
"disagrees",0.47722402215004,0.522775948047638
"disappearing",0.775442183017731,0.224557787179947
"disappointed",0.822882413864136,0.177117556333542
"disband",0.708682239055634,0.291317760944366
"disciplinary",0.0676784887909889,0.932321548461914
"disciplines",0.471373498439789,0.528626561164856
"disclaimer",0.646619081497192,0.353380978107452
"disclaimermenafn",0.631270587444305,0.368729382753372
"disclose",0.810700058937073,0.189299926161766
"disclosed",0.703147292137146,0.296852678060532
"disclosure",0.735225021839142,0.264774948358536
"disconnect",0.71996533870697,0.280034631490707
"discount",0.137205019593239,0.862794995307922
"discounting",0.235248059034348,0.764751970767975
"discourse",0.0944998264312744,0.905500173568726
"discover",0.0338959097862244,0.966104090213776
"discovered",0.156352266669273,0.843647718429565
"discovery",0.0197073873132467,0.980292618274689
"discriminate",0.852459847927094,0.147540166974068
"discrimination",0.914432108402252,0.0855679214000702
"discriminatory",0.817533493041992,0.182466492056847
"discus",0.340288132429123,0.659711837768555
"discussed",0.31433841586113,0.685661613941193
"discussing",0.343940496444702,0.656059503555298
"discussion",0.159181952476501,0.840818047523499
"disease",0.954316258430481,0.0456837639212608
"diseases",0.921172738075256,0.0788272693753242
"disemploy",0.812657117843628,0.187342867255211
"disgwylir",0.735998272895813,0.264001697301865
"disinformation",0.876648902893066,0.123351059854031
"disinterested",0.831266045570374,0.168733954429626
"dismiss",0.935167789459229,0.0648322030901909
"disneyland",0.507418155670166,0.492581903934479
"dispensary",0.875687777996063,0.124312229454517
"displace",0.741724967956543,0.258275061845779
"displacement",0.862762987613678,0.137236967682838
"displacing",0.725081026554108,0.274918973445892
"display",0.050170861184597,0.949829161167145
"displayed",0.0784286111593246,0.921571433544159
"dispute",0.850986421108246,0.149013638496399
"disquswvsbrzo",0.334975123405457,0.665024876594543
"disrupt",0.742244362831116,0.257755637168884
"disrupting",0.700751960277557,0.299248039722443
"disruption",0.490285575389862,0.509714424610138
"disruptive",0.863328635692596,0.136671349406242
"disruptor",0.791703820228577,0.208296194672585
"disseminate",0.571700096130371,0.428299933671951
"dissent",0.91687136888504,0.0831285864114761
"dissenting",0.914137363433838,0.0858626440167427
"dissette",0.414285391569138,0.585714638233185
"distancing",0.385199546813965,0.614800453186035
"distant",0.451651304960251,0.548348665237427
"distillation",0.268933922052383,0.731066048145294
"distinctively",0.446985840797424,0.553014099597931
"distinguished",0.274542033672333,0.725457966327667
"distortion",0.654500305652618,0.345499664545059
"distract",0.79597008228302,0.204029902815819
"distributed",0.402164399623871,0.597835600376129
"distribution",0.455310016870499,0.544690012931824
"distributor",0.310905516147614,0.689094483852386
"district",0.484799116849899,0.515200853347778
"disturbingly",0.857500672340393,0.142499297857285
"disussion",0.803320825099945,0.196679174900055
"dive",0.145307585597038,0.854692399501801
"divergence",0.0428187139332294,0.9571812748909
"divergent",0.36899408698082,0.631005942821503
"diverse",0.0533732250332832,0.946626782417297
"diversified",0.0755090266466141,0.924490988254547
"divine",0.532282948493958,0.46771702170372
"diving",0.0275510158389807,0.972449004650116
"division",0.603561878204346,0.396438091993332
"divorce",0.864128768444061,0.135871231555939
"diwydiant",0.127610385417938,0.872389614582062
"dnd",0.13689224421978,0.863107800483704
"doctor",0.216286137700081,0.78371387720108
"doctoral",0.089369922876358,0.910630106925964
"document",0.157478630542755,0.842521369457245
"documentary",0.228794544935226,0.771205425262451
"documentation",0.216869845986366,0.783130168914795
"documented",0.210354119539261,0.789645910263062
"doesn",0.270849287509918,0.729150712490082
"dog",0.107465133070946,0.892534852027893
"dogerat",0.327746987342834,0.672253012657166
"doherty",0.200167328119278,0.7998326420784
"dollar",0.143568158149719,0.856431841850281
"domain",0.188442379236221,0.811557590961456
"domestic",0.220931723713875,0.779068231582642
"dominance",0.294555366039276,0.705444633960724
"dominant",0.10964085906744,0.890359103679657
"dominated",0.245806708931923,0.754193305969238
"don",0.233304768800735,0.766695201396942
"donation",0.12787951529026,0.872120499610901
"donor",0.209648668766022,0.790351331233978
"donyi",0.225498259067535,0.774501740932465
"doomerism",0.952830731868744,0.0471692085266113
"doomsday",0.85642272233963,0.143577292561531
"door",0.123573690652847,0.876426339149475
"doorbell",0.183743834495544,0.816256105899811
"doorstep",0.262751311063766,0.737248718738556
"dorm",0.487192332744598,0.512807726860046
"dos",0.100213758647442,0.899786233901978
"dose",0.204791635274887,0.795208394527435
"doubled",0.407049775123596,0.592950224876404
"doubles",0.269039958715439,0.730960071086884
"doubt",0.925576686859131,0.0744233503937721
"doug",0.366958022117615,0.63304203748703
"downfall",0.766642987728119,0.233356982469559
"downgrade",0.539091765880585,0.460908263921738
"downgraded",0.510197103023529,0.489802867174149
"download",0.07007747143507,0.929922580718994
"downstream",0.264050513505936,0.735949516296387
"downturn",0.696563899517059,0.303436070680618
"dozen",0.0933451727032661,0.90665477514267
"dr",0.123885907232761,0.876114070415497
"draft",0.0983735620975494,0.901626408100128
"drafted",0.433774411678314,0.566225588321686
"drafting",0.119128935039043,0.880871057510376
"drag",0.229395821690559,0.770604193210602
"dragging",0.256074905395508,0.743925094604492
"drake",0.278061419725418,0.72193855047226
"dramatically",0.0497002936899662,0.950299739837646
"drastic",0.0139828817918897,0.986017048358917
"drastically",0.753213822841644,0.246786147356033
"draw",0.107529155910015,0.892470896244049
"drawing",0.0744907185435295,0.92550927400589
"drawn",0.163362562656403,0.836637496948242
"drawsnewid",0.195146664977074,0.804853320121765
"dream",0.0790552720427513,0.920944690704346
"dreaming",0.104509562253952,0.89549046754837
"dreamstime",0.0293932016938925,0.970606803894043
"dressed",0.572502017021179,0.427497923374176
"drew",0.200521796941757,0.799478232860565
"drewdod",0.235779568552971,0.764220476150513
"drexel",0.650531828403473,0.349468111991882
"dried",0.407368332147598,0.592631697654724
"drink",0.135700032114983,0.864300012588501
"drinking",0.062469944357872,0.937530040740967
"drive",0.0326731540262699,0.967326879501343
"driven",0.0667799040675163,0.933220088481903
"driver",0.0885448306798935,0.91145521402359
"drives",0.0940256714820862,0.905974268913269
"driving",0.0441419221460819,0.955858051776886
"drone",0.588905096054077,0.411094933748245
"drop",0.309574007987976,0.690425992012024
"dropped",0.463986545801163,0.53601348400116
"dropping",0.15383368730545,0.84616631269455
"drug",0.366542100906372,0.633457958698273
"du",0.107753917574883,0.892246067523956
"dubai",0.174990132451057,0.825009822845459
"dublin",0.255413979291916,0.744585990905762
"due",0.172420591115952,0.827579379081726
"duh",0.142177149653435,0.857822835445404
"dulliau",0.229299530386925,0.770700454711914
"dully",0.524436056613922,0.475563943386078
"duly",0.320028930902481,0.679971098899841
"dummy",0.842894434928894,0.157105535268784
"duncan",0.444027066230774,0.555972993373871
"duplicator",0.186143934726715,0.813856065273285
"dust",0.299075037240982,0.700924932956696
"dwr",0.229728415608406,0.77027153968811
"dwyster",0.271239548921585,0.728760480880737
"dyer",0.255666106939316,0.744333922863007
"dyfodol",0.384218037128448,0.615781903266907
"dying",0.850577354431152,0.149422645568848
"dyna",0.304295301437378,0.695704698562622
"dynamic",0.026090981438756,0.973909080028534
"dynamically",0.0174414403736591,0.98255854845047
"dyson",0.194460287690163,0.805539667606354
"dystopian",0.206007435917854,0.793992578983307
"dywedodd",0.295323818922043,0.704676270484924
"eager",0.100242100656033,0.899757921695709
"eagerly",0.107732892036438,0.892267107963562
"eagle",0.228312149643898,0.771687805652618
"earlier",0.244625344872475,0.755374670028687
"earliest",0.454619407653809,0.545380651950836
"earmark",0.310523241758347,0.689476728439331
"earn",0.200745671987534,0.799254357814789
"earned",0.0471027530729771,0.952897191047668
"earning",0.0484810993075371,0.951518893241882
"earth",0.151379361748695,0.848620593547821
"ease",0.301807761192322,0.698192238807678
"easier",0.177646949887276,0.822353065013885
"easily",0.106776595115662,0.893223404884338
"east",0.111480459570885,0.888519585132599
"eastern",0.20770825445652,0.792291760444641
"easy",0.0593454763293266,0.940654516220093
"eat",0.181043609976768,0.81895637512207
"eberly",0.304322093725204,0.695677936077118
"ebook",0.124114446341991,0.875885546207428
"echo",0.177360609173775,0.822639405727386
"eclipse",0.0595060512423515,0.940493941307068
"eco",0.121872439980507,0.878127574920654
"ecocity",0.151174396276474,0.848825573921204
"ecommerce",0.18318410217762,0.816815972328186
"economic",0.124366208910942,0.875633776187897
"economically",0.177155643701553,0.822844386100769
"economist",0.171250447630882,0.828749537467957
"economy",0.16862128674984,0.831378698348999
"ecosystem",0.25963681936264,0.74036318063736
"ecosystemai",0.221231043338776,0.778768956661224
"ecosystemau",0.246365144848824,0.753634870052338
"ed",0.13445320725441,0.865546762943268
"edelweiss",0.231735303997993,0.768264710903168
"edge",0.0740374326705933,0.925962567329407
"edgwzogp",0.210614621639252,0.789385378360748
"edict",0.372635513544083,0.627364456653595
"edit",0.250253915786743,0.749746084213257
"edited",0.371960908174515,0.628039121627808
"editing",0.234598621726036,0.765401363372803
"edition",0.148890241980553,0.851109683513641
"editor",0.209443345665932,0.790556669235229
"editorial",0.267245501279831,0.732754528522491
"educate",0.0911787003278732,0.908821284770966
"educated",0.0987541973590851,0.901245832443237
"educating",0.073636569082737,0.926363408565521
"education",0.115191757678986,0.884808242321014
"educational",0.0787133648991585,0.921286642551422
"educator",0.0940111801028252,0.905988812446594
"edward",0.154694557189941,0.845305502414703
"effect",0.215935111045837,0.784064888954163
"effective",0.149160906672478,0.850839078426361
"effectively",0.336757361888885,0.663242638111115
"effectiveness",0.401909917593002,0.598090052604675
"effeithiol",0.220646619796753,0.779353380203247
"efficiency",0.35007044672966,0.649929583072662
"efficient",0.194097191095352,0.805902779102325
"efficiently",0.21461209654808,0.785387933254242
"effort",0.0466661192476749,0.953333914279938
"ehangach",0.185525074601173,0.814474880695343
"ei",0.102605558931828,0.897394418716431
"eighty",0.146826237440109,0.853173851966858
"ein",0.132311150431633,0.867688894271851
"ekstep",0.309834718704224,0.690165281295776
"elaborate",0.123932331800461,0.876067698001862
"elaboration",0.146883681416512,0.853116273880005
"elder",0.224067121744156,0.775932908058167
"elected",0.109775580465794,0.890224397182465
"election",0.207018449902534,0.792981564998627
"electoral",0.0657562240958214,0.934243738651276
"electric",0.0347551815211773,0.965244829654694
"electrical",0.0608597919344902,0.939140200614929
"electricity",0.0291012637317181,0.970898687839508
"electronic",0.0445223264396191,0.955477654933929
"elegant",0.268941551446915,0.731058418750763
"element",0.0892787128686905,0.910721302032471
"elementary",0.113904051482677,0.886095941066742
"elevating",0.0345264784991741,0.965473473072052
"elevator",0.0336722396314144,0.966327786445618
"elia",0.129640683531761,0.870359361171722
"eliminate",0.769206762313843,0.230793163180351
"eliminated",0.715135514736176,0.284864485263824
"eliminating",0.878314614295959,0.121685452759266
"elite",0.129370540380478,0.870629489421844
"elle",0.113609723746777,0.886390268802643
"elon",0.191440612077713,0.808559417724609
"email",0.157101258635521,0.842898726463318
"emailsales",0.0452481545507908,0.9547518491745
"embedded",0.18803945183754,0.811960518360138
"embodied",0.288707077503204,0.711292922496796
"embrace",0.0213917680084705,0.978608250617981
"embracing",0.0806998983025551,0.919300138950348
"emerge",0.124075196683407,0.875924825668335
"emerged",0.129987269639969,0.870012760162354
"emergence",0.0210576597601175,0.978942334651947
"emergency",0.50364077091217,0.49635922908783
"emergent",0.0388583317399025,0.961141705513
"emerges",0.0548704862594604,0.945129573345184
"emerging",0.0459479913115501,0.954051971435547
"emeritus",0.442948907613754,0.557051122188568
"emerson",0.217903435230255,0.782096564769745
"emil",0.281070739030838,0.71892923116684
"emily",0.0856897011399269,0.914310336112976
"eminent",0.0624284334480762,0.937571585178375
"emirates",0.516925632953644,0.483074396848679
"emotion",0.0166414435952902,0.983358561992645
"emotional",0.0389042608439922,0.961095750331879
"empathy",0.0674390271306038,0.932560980319977
"emphasis",0.10456494987011,0.895434975624084
"emphasised",0.241635620594025,0.758364379405975
"emphasize",0.123191930353642,0.876808047294617
"emphasized",0.207056358456612,0.792943596839905
"emphasizes",0.1542037576437,0.845796227455139
"emphasizing",0.167995005846024,0.832005023956299
"empire",0.027645917609334,0.972354114055634
"empirical",0.162017434835434,0.837982594966888
"empiricist",0.0549756549298763,0.945024371147156
"employ",0.131811752915382,0.868188261985779
"employability",0.123720459640026,0.876279473304749
"employe",0.175306141376495,0.824693918228149
"employed",0.169504225254059,0.830495774745941
"employee",0.168107271194458,0.831892728805542
"employer",0.178986981511116,0.821013033390045
"employersyounger",0.143314674496651,0.85668534040451
"employment",0.1458720266819,0.854128003120422
"empower",0.0467255972325802,0.953274369239807
"emulate",0.0419122688472271,0.958087742328644
"en",0.124062433838844,0.875937581062317
"enable",0.0660157427191734,0.933984279632568
"enabled",0.0539267100393772,0.946073293685913
"enables",0.379800230264664,0.620199739933014
"enabling",0.117416478693485,0.882583558559418
"enact",0.139042004942894,0.860957980155945
"enacting",0.11367829144001,0.886321723461151
"enactment",0.0581046268343925,0.941895425319672
"encoder",0.202365323901176,0.797634661197662
"encompass",0.35760435461998,0.642395615577698
"encounter",0.0932812541723251,0.906718790531158
"encourage",0.0125006036832929,0.987499356269836
"encouraged",0.0163486953824759,0.983651280403137
"encourages",0.0168073922395706,0.983192622661591
"encouraging",0.0150435362011194,0.984956502914429
"encryption",0.266615331172943,0.733384728431702
"endeavor",0.00714584067463875,0.992854177951813
"endeavour",0.011750808916986,0.988249242305756
"endeavours",0.0847059637308121,0.915294051170349
"endless",0.596531510353088,0.403468519449234
"endowment",0.108446389436722,0.891553640365601
"endure",0.0813715979456902,0.918628454208374
"enemy",0.68138599395752,0.318614035844803
"energy",0.0121812792494893,0.987818658351898
"enforce",0.25091952085495,0.749080538749695
"enforcement",0.250222980976105,0.74977695941925
"engage",0.0588052570819855,0.941194713115692
"engaged",0.101890280842781,0.89810973405838
"engagement",0.0167781859636307,0.983221828937531
"engaging",0.0444671772420406,0.955532848834991
"engel",0.220655113458633,0.779344916343689
"enghraifft",0.485131561756134,0.514868438243866
"engin",0.106507427990437,0.893492519855499
"engine",0.084211602807045,0.915788352489471
"engineer",0.139671251177788,0.860328674316406
"engineered",0.260812819004059,0.739187240600586
"engineering",0.105366677045822,0.894633293151855
"english",0.0976971313357353,0.902302861213684
"enhance",0.0132536431774497,0.986746370792389
"enhanced",0.0214900840073824,0.978509962558746
"enhancement",0.0121373711153865,0.987862646579742
"enhancing",0.0146298781037331,0.98537015914917
"enillwyr",0.37498539686203,0.62501460313797
"enjoy",0.00537719111889601,0.994622826576233
"enjoyable",0.00750460475683212,0.99249541759491
"enjoying",0.00483963591977954,0.995160341262817
"enjoyment",0.00538968900218606,0.994610369205475
"enlighted",0.0994263365864754,0.900573670864105
"enlightened",0.048330795019865,0.951669216156006
"enlightenment",0.0143707152456045,0.985629320144653
"enlist",0.175341844558716,0.824658155441284
"ennill",0.13820093870163,0.86179906129837
"enormous",0.350362241268158,0.649637699127197
"enquiry",0.147278174757957,0.852721810340881
"enrich",0.152795970439911,0.847204029560089
"enrico",0.196711167693138,0.803288817405701
"enrollment",0.112639173865318,0.887360811233521
"ensure",0.0613532438874245,0.938646793365479
"ensures",0.10296943038702,0.897030591964722
"ensuring",0.0748843476176262,0.925115585327148
"entail",0.202924385666847,0.797075629234314
"enter",0.0885359048843384,0.911464095115662
"entered",0.0771343857049942,0.922865629196167
"entering",0.0498097464442253,0.950190305709839
"enterprise",0.0135042071342468,0.986495733261108
"enterprises",0.0156509634107351,0.984349012374878
"entertaining",0.0908077657222748,0.909192264080048
"entertainment",0.0581366270780563,0.941863358020782
"enthusiasm",0.00333222257904708,0.996667742729187
"enthusiastic",0.0119875948876143,0.988012433052063
"entire",0.0387114658951759,0.961288571357727
"entity",0.134273990988731,0.865725994110107
"entrant",0.105174273252487,0.894825756549835
"entrepreneur",0.0237751714885235,0.976224839687347
"entrepreneurship",0.0130336415022612,0.986966371536255
"entry",0.105922847986221,0.894077122211456
"environment",0.119343347847462,0.880656659603119
"environmental",0.205941438674927,0.794058561325073
"environmentally",0.17394831776619,0.826051712036133
"envisage",0.195305168628693,0.804694831371307
"envisagenics",0.187746196985245,0.812253773212433
"envision",0.0667879283428192,0.933212101459503
"envoy",0.194397255778313,0.805602729320526
"ephemeron",0.243449807167053,0.756550192832947
"episodes",0.109187044203281,0.890812993049622
"epistemic",0.911779642105103,0.0882203727960587
"epistemically",0.555902481079102,0.444097578525543
"epublishing",0.100838743150234,0.899161219596863
"equal",0.0615798905491829,0.938420116901398
"equality",0.101651921868324,0.898348033428192
"equip",0.10633959621191,0.893660426139832
"equipped",0.0897829234600067,0.910217046737671
"equity",0.0518848784267902,0.948115110397339
"equivalent",0.11538915336132,0.884610891342163
"er",0.123695462942123,0.876304507255554
"era",0.161901414394379,0.838098526000977
"eradication",0.388504177331924,0.611495792865753
"erase",0.502755165100098,0.497244894504547
"eren",0.150289699435234,0.849710285663605
"erik",0.221963763237,0.778036236763
"erin",0.181850388646126,0.81814968585968
"ernst",0.164485320448875,0.835514664649963
"error",0.883966863155365,0.116033136844635
"escalating",0.32550835609436,0.67449164390564
"escape",0.318010658025742,0.681989431381226
"esg",0.158996015787125,0.841003954410553
"essay",0.118387036025524,0.881612956523895
"essential",0.0493684075772762,0.950631618499756
"essentially",0.128138899803162,0.871861100196838
"establish",0.0830776765942574,0.916922271251678
"established",0.0746654197573662,0.925334572792053
"establishing",0.0985301434993744,0.901469886302948
"estate",0.0954121872782707,0.904587805271149
"estateaveragepricebymanufacturers",0.324499845504761,0.675500154495239
"estatebyregion",0.202516198158264,0.797483801841736
"estateconsumptionbyregion",0.220654740929604,0.779345214366913
"estateconsumptionbyregionglobalartificial",0.226348340511322,0.773651719093323
"estateconsumptionestimatesandforecastsbyregion",0.338384330272675,0.661615610122681
"estatecustomers",0.302522331476212,0.697477698326111
"estatedistributors",0.312051713466644,0.687948226928711
"estateforecastedconsumptionbyregion",0.232755467295647,0.767244517803192
"estateindustrychainanalysis",0.434445858001709,0.565554141998291
"estateindustrytrends",0.126787170767784,0.873212814331055
"estatekeyrawmaterials",0.531077802181244,0.468922227621078
"estatemarketaveragepriceestimatesandforecasts",0.324022561311722,0.675977408885956
"estatemarketchallenges",0.238658636808395,0.761341392993927
"estatemarketcompetitivesituationandtrends",0.257477462291718,0.742522537708282
"estatemarketdrivers",0.263037174940109,0.736962795257568
"estatemarketdynamicsartificial",0.154605969786644,0.84539407491684
"estatemarketoverviewproductdefinition",0.313860207796097,0.686139762401581
"estatemarketpriceanalysisbyregion",0.48310375213623,0.516896188259125
"estatemarketrestraints",0.866563737392426,0.133436247706413
"estatemarketsharebycompanytype",0.238381415605545,0.761618614196777
"estatemarketvaluegrowthrateanalysisbyapplication",0.396943807601929,0.603056192398071
"estatemarketvaluegrowthrateanalysisbytypevs",0.396159917116165,0.603840112686157
"estatepricebyapplication",0.297420620918274,0.702579438686371
"estatepricebytype",0.296604663133621,0.703395307064056
"estateproductionandvalue",0.195568636059761,0.804431319236755
"estateproductionbyapplication",0.265384197235107,0.734615802764893
"estateproductionbyregion",0.243522793054581,0.756477236747742
"estateproductionbyregionglobalartificial",0.283914774656296,0.716085255146027
"estateproductionbytype",0.310912787914276,0.689087212085724
"estateproductioncapacityestimatesandforecasts",0.432740986347198,0.567259073257446
"estateproductionestimatesandforecasts",0.409159660339355,0.590840280056
"estateproductionestimatesandforecastsbyregion",0.410716205835342,0.589283764362335
"estateproductionmarketsharebyapplication",0.24809156358242,0.751908421516418
"estateproductionmarketsharebymanufacturers",0.251541316509247,0.748458683490753
"estateproductionmodeandprocess",0.297614872455597,0.702385127544403
"estateproductionvaluebyapplication",0.328649461269379,0.671350538730621
"estateproductionvaluebyregion",0.30616095662117,0.693839013576508
"estateproductionvaluebytype",0.320047616958618,0.679952442646027
"estateproductionvalueestimatesandforecasts",0.350253522396088,0.649746477603912
"estateproductionvalueestimatesandforecastsbyregion",0.311940312385559,0.688059687614441
"estateproductionvaluemarketsharebyapplication",0.275205075740814,0.724794924259186
"estateproductionvaluemarketsharebymanufacturers",0.249594554305077,0.750405490398407
"estateproductionvaluemarketsharebyregion",0.239004552364349,0.760995447635651
"estateproductionvaluemarketsharebytype",0.281393647193909,0.718606352806091
"estatesalesandmarketing",0.0498486682772636,0.950151324272156
"estatesaleschannels",0.0564461685717106,0.943553805351257
"estatesegmentbyapplication",0.0721572041511536,0.927842795848846
"estatesegmentbytype",0.0932416245341301,0.906758368015289
"estimate",0.457001984119415,0.54299795627594
"estimated",0.714218318462372,0.285781741142273
"estimates",0.549398899078369,0.450601100921631
"etclauntel",0.368538647890091,0.631461322307587
"etf",0.204102739691734,0.795897245407104
"etfs",0.352155148983002,0.647844851016998
"ethic",0.176002621650696,0.823997318744659
"ethical",0.20360341668129,0.796396613121033
"ethically",0.121043272316456,0.878956735134125
"ethnic",0.19012562930584,0.809874355792999
"etzel",0.156416699290276,0.843583285808563
"eu",0.112750723958015,0.887249290943146
"europe",0.172206774353981,0.82779324054718
"european",0.224675998091698,0.775323987007141
"europeartificial",0.203385606408119,0.796614408493042
"evaded",0.179328471422195,0.820671558380127
"evaluate",0.309443771839142,0.690556228160858
"evaluating",0.534652650356293,0.46534737944603
"evaluation",0.526915550231934,0.473084479570389
"evangelist",0.0971060395240784,0.902893960475922
"evaporating",0.134984508156776,0.865015506744385
"eve",0.1321080327034,0.8678919672966
"evening",0.0926222652196884,0.90737771987915
"event",0.0715870708227158,0.928412914276123
"eventually",0.0999429374933243,0.900057077407837
"everest",0.462747782468796,0.537252187728882
"everyday",0.0757671222090721,0.92423290014267
"evidence",0.138247087597847,0.861752867698669
"evidenced",0.178209379315376,0.821790635585785
"evident",0.038996260613203,0.96100378036499
"evil",0.67046582698822,0.32953417301178
"evolution",0.0545109324157238,0.945489048957825
"evolutionary",0.0877117216587067,0.912288308143616
"evolve",0.023360475897789,0.97663950920105
"evolved",0.0400738157331944,0.959926187992096
"evolving",0.0288205593824387,0.9711794257164
"exacerbate",0.715599000453949,0.284401088953018
"exacerbates",0.706370949745178,0.293629109859467
"exacerbating",0.763065934181213,0.236934095621109
"exact",0.184813752770424,0.815186202526093
"exaggerated",0.300231367349625,0.699768602848053
"exam",0.250343263149261,0.749656736850739
"examiner",0.249098360538483,0.750901639461517
"examines",0.227463200688362,0.772536754608154
"examples",0.214398384094238,0.785601615905762
"exasperated",0.951484858989716,0.048515111207962
"exceed",0.0145731940865517,0.985426723957062
"exceeded",0.02042949013412,0.97957056760788
"excellent",0.00516812084242702,0.994831919670105
"exceptional",0.25949364900589,0.740506410598755
"excessive",0.258335441350937,0.741664528846741
"exchange",0.246564775705338,0.753435254096985
"exchanges",0.214513674378395,0.785486340522766
"excited",0.0081691974774003,0.991830825805664
"excitement",0.00870300643146038,0.991297006607056
"exciting",0.00767241045832634,0.992327570915222
"exclude",0.343449205160141,0.656550765037537
"exclusive",0.161131039261818,0.838868975639343
"exclusively",0.0521077401936054,0.947892248630524
"excruciating",0.747508943080902,0.252491056919098
"executing",0.107997804880142,0.892002165317535
"execution",0.329136192798615,0.670863807201385
"executive",0.132322326302528,0.867677688598633
"executives",0.272266685962677,0.727733314037323
"exerted",0.196806043386459,0.803193986415863
"exfiltrate",0.648756206035614,0.351243853569031
"exhaustive",0.0249520670622587,0.975047886371613
"exhibit",0.0860587731003761,0.913941264152527
"exhibiting",0.721126854419708,0.278873115777969
"exist",0.0522415153682232,0.947758495807648
"existed",0.240181252360344,0.75981879234314
"existence",0.061588779091835,0.938411235809326
"existential",0.0751614049077034,0.924838602542877
"existing",0.165190815925598,0.834809184074402
"exoplanet",0.149258330464363,0.850741624832153
"expand",0.0603994391858578,0.939600586891174
"expanded",0.0677517130970955,0.93224835395813
"expanding",0.0205208640545607,0.979479193687439
"expanses",0.0422043055295944,0.957795679569244
"expansion",0.0244192760437727,0.97558069229126
"expansionist",0.108967304229736,0.891032695770264
"expect",0.0385802946984768,0.961419761180878
"expectation",0.035095252096653,0.964904725551605
"expected",0.095167875289917,0.904832124710083
"expecting",0.0333953872323036,0.966604590415955
"expedite",0.078165277838707,0.921834707260132
"expenses",0.0468534678220749,0.953146576881409
"expensive",0.197935923933983,0.802064061164856
"experience",0.0303290411829948,0.969670951366425
"experienced",0.0591584295034409,0.940841555595398
"experiences",0.0337578542530537,0.96624219417572
"experiential",0.026527713984251,0.973472237586975
"experiment",0.0321862585842609,0.967813730239868
"experimentation",0.0243686642497778,0.975631356239319
"experimented",0.0252465233206749,0.974753499031067
